OrganisationLabel,OrganisationURI,PublishedDate,DurationFrom,DurationTo,LatestData,GeoAreaDescription,GeoEntityName,GeoCode,GeoName,GeoURI,Year,LocalAuthorityDistrictCode,LocalAuthorityDistrictName,IMD_Score,IMD_Rank(1MostDeprived),IMD_Decile(1MostDeprivedTenPerCentOfLSOAs),Income_Score(Rate),Income_Rank(1MostDeprived),Income_Decile(1MostDeprivedTenPerCentOfLSOAs),Employment_Score(Rate),Employment_Rank(1MostDeprived),Employment_Decile(1MostDeprivedTenPerCentOfLSOAs),EducationSkillsAndTraining_Score,EducationSkillsAndTraining_Rank(1MostDeprived),EducationSkillsAndTraining_Decile(1MostDeprivedTenPerCentOfLSOAs),HealthDeprivAndDisability_Score,HealthDeprivAndDisability_Rank(1MostDeprived),HealthDeprivAndDisability_Decile(1MostDeprivedTenPerCentOfLSOAs),Crime_Score,Crime_Rank(1MostDeprived),Crime_Decile(1MostDeprivedTenPerCentOfLSOAs),BarriersToHousingAndServices_Score,BarriersToHousingAndServices_Rank(1MostDeprived),BarriersToHousingAndServices_Decile(1MostDeprivedTenPerCentOfLSOAs),LivingEnvironmentScore,LivingEnvironment_Rank(1MostDeprived),LivingEnvironment_Decile(1MostDeprivedTenPerCentOfLSOAs),IncomeDeprivChildrenIndex(IDACI)_Score(Rate),IncomeDeprivChildrenIndex(IDACI)_Rank(1MostDeprived),IncomeDeprivChildrenIndex(IDACI)_Decile(1MostDeprivedTenPerCentOfLSOAs),IncomeDeprivOlderPeople(IDAOPI)_Score(Rate),IncomeDeprivOlderPeople(IDAOPI)_Rank(1_MostDeprived),IncomeDeprivOlderPeople(IDAOPI)_Decile(1MostDeprivedTenPerCentOfLSOAs),ChildrenAndYP_SubDomain_Score,ChildrenAndYP_SubDomain_Rank(1MostDeprived),ChildrenAndYP_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),AdultSkills_SubDomain_Score,AdultSkills_SubDomain_Rank(1MostDeprived),AdultSkills_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),GeographicalBarriers_SubDomain_Score,GeographicalBarriers_SubDomain_Rank(1MostDeprived),GeographicalBarriers_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),WiderBarriers_SubDomain_Score,WiderBarriers_SubDomain_Rank(1MostDeprived),WiderBarriers_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),Indoors_SubDomain_Score,Indoors_SubDomain_Rank(1MostDeprived),Indoors_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),Outdoors_SubDomain_Score,Outdoors_SubDomain_Rank(1MostDeprived),Outdoors_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),TotalPopulation(ExclPrisoners),DependentChildrenAge0_15(ExclPrisoners),PopulationAge16_59(ExclPrisoners),OlderPopulationAge60AndOver(ExclPrisoners),WorkingAgePopn18_59Or64(ExclPrisoners)_EmploymentDeprivDomain
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026090,East Lindsey 003E,http://statistics.data.gov.uk/doc/statistical-geography/E01026090,2019,E07000137,East Lindsey,23.123,11972,4,0.147,10744,4,0.125,9099,3,29.184,8904,3,0.794,5961,2,-1.106,29887,10,17.728,19486,6,9.778,24275,8,0.239,7558,3,0.139,15244,5,0.594,7695,3,0.355,10343,4,0.485,8181,3,-2.304,27094,9,-0.233,20132,7,-0.531,23910,8,1356,197,649,510,681
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026091,East Lindsey 003F,http://statistics.data.gov.uk/doc/statistical-geography/E01026091,2019,E07000137,East Lindsey,12.231,21906,7,0.064,22717,7,0.059,21946,7,14.627,17659,6,0.557,8430,3,-2.013,32663,10,22.552,13694,5,7.707,26492,9,0.043,28641,9,0.118,17581,6,-0.06,17065,6,0.288,17310,6,0.78,5080,2,-2.503,27849,9,-0.566,24736,8,-0.33,20858,7,1087,180,575,332,582
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026092,East Lindsey 014A,http://statistics.data.gov.uk/doc/statistical-geography/E01026092,2019,E07000137,East Lindsey,51.906,1887,1,0.316,1773,1,0.254,1190,1,58.396,1921,1,1.336,2172,1,0.283,12206,4,16.724,20784,7,32.17,7623,3,0.367,2161,1,0.337,3398,2,1.177,2528,1,0.505,1904,1,-0.12,17797,6,0.289,13759,5,0.867,5020,2,-0.176,18247,6,1436,278,828,330,844
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026093,East Lindsey 014B,http://statistics.data.gov.uk/doc/statistical-geography/E01026093,2019,E07000137,East Lindsey,70.442,261,1,0.359,880,1,0.32,288,1,61.14,1610,1,1.936,426,1,1.321,1664,1,18.039,19076,6,56.734,990,1,0.443,781,1,0.353,2954,1,1.212,2299,1,0.517,1563,1,-0.488,23888,8,1.371,9056,3,1.579,873,1,0.151,12846,4,1668,272,983,413,1014
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026094,East Lindsey 015B,http://statistics.data.gov.uk/doc/statistical-geography/E01026094,2019,E07000137,East Lindsey,45.683,2914,1,0.26,3600,2,0.233,1792,1,64.607,1224,1,1.147,3183,1,0.315,11709,4,23.926,12220,4,5.956,28360,9,0.334,3106,1,0.247,7107,3,1.303,1819,1,0.524,1359,1,0.448,8669,3,0.084,14765,5,-0.813,27455,9,-0.36,21359,7,1734,270,789,675,800
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026095,East Lindsey 014C,http://statistics.data.gov.uk/doc/statistical-geography/E01026095,2019,E07000137,East Lindsey,40.254,4197,2,0.223,5340,2,0.226,2048,1,35.943,6453,2,1.252,2585,1,0.264,12496,4,13.342,25006,8,30.423,8570,3,0.247,7040,3,0.23,8049,3,0.474,9158,3,0.436,4642,2,-0.169,18734,6,-0.465,17680,6,0.758,6139,2,-0.026,15715,5,1269,190,689,390,685
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026096,East Lindsey 015C,http://statistics.data.gov.uk/doc/statistical-geography/E01026096,2019,E07000137,East Lindsey,14.131,19811,7,0.083,19062,6,0.066,19695,6,25.409,10612,4,0.022,15662,5,-0.413,22606,7,23.906,12237,4,4.855,29485,9,0.119,17148,6,0.079,23578,8,0.058,15096,5,0.391,7398,3,0.893,4168,2,-3.09,29695,10,-0.8,27335,9,-0.602,24940,8,1560,272,822,466,838
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026097,East Lindsey 015D,http://statistics.data.gov.uk/doc/statistical-geography/E01026097,2019,E07000137,East Lindsey,42.327,3635,2,0.238,4595,2,0.211,2641,1,57.149,2083,1,1.076,3700,2,0.991,3596,2,14.865,23216,8,7.825,26381,9,0.213,9206,3,0.282,5399,2,1.066,3250,1,0.513,1661,1,-0.108,17542,6,-0.244,16486,6,-0.563,24700,8,-0.315,20593,7,1499,194,646,659,671
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026098,East Lindsey 018C,http://statistics.data.gov.uk/doc/statistical-geography/E01026098,2019,E07000137,East Lindsey,14.338,19600,6,0.08,19456,6,0.072,18214,6,15.328,17102,6,-0.053,16828,6,-1.315,31046,10,29.676,7197,3,17.708,17041,6,0.099,19514,6,0.092,21232,7,-0.113,17950,6,0.305,15457,5,1.185,2530,1,-2.518,27905,9,0.123,14548,5,-0.035,15876,5,2093,350,1027,716,1045
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026099,East Lindsey 005D,http://statistics.data.gov.uk/doc/statistical-geography/E01026099,2019,E07000137,East Lindsey,34.498,6063,2,0.149,10575,4,0.143,7213,3,27.71,9512,3,0.295,11705,4,-0.523,24095,8,48.585,504,1,51.84,1604,1,0.135,15512,5,0.145,14610,5,0.257,12043,4,0.389,7547,3,2.297,136,1,-2.613,28216,9,1.488,1137,1,-0.099,16947,6,2023,254,932,837,979
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026100,East Lindsey 013E,http://statistics.data.gov.uk/doc/statistical-geography/E01026100,2019,E07000137,East Lindsey,16.209,17743,6,0.125,13115,4,0.081,16072,5,26.242,10190,4,0.131,14016,5,-1.18,30353,10,8.917,29573,10,17.967,16837,6,0.166,12643,4,0.13,16210,5,0.273,11831,4,0.373,8790,3,-0.407,22632,7,-1.18,21681,7,0.327,11508,4,-0.564,24387,8,1851,403,995,453,985
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026101,East Lindsey 013F,http://statistics.data.gov.uk/doc/statistical-geography/E01026101,2019,E07000137,East Lindsey,38.848,4624,2,0.244,4319,2,0.231,1884,1,47.886,3596,2,0.909,4970,2,0.154,14244,5,9.391,29168,9,11.179,22798,7,0.288,4948,2,0.233,7924,3,1.114,2947,1,0.436,4668,2,-0.453,23316,8,-0.907,20177,7,-0.187,19432,6,-0.357,21301,7,1387,259,670,458,685
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026102,East Lindsey 018D,http://statistics.data.gov.uk/doc/statistical-geography/E01026102,2019,E07000137,East Lindsey,29.832,8103,3,0.131,12421,4,0.12,9726,3,34.266,7019,3,0.142,13853,5,-0.844,27738,9,38.032,2824,1,53.041,1436,1,0.185,11117,4,0.136,15462,5,0.649,7069,3,0.396,7073,3,1.68,983,1,-2.633,28277,9,1.228,2279,1,0.945,4540,2,2352,376,1179,797,1224
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026103,East Lindsey 006A,http://statistics.data.gov.uk/doc/statistical-geography/E01026103,2019,E07000137,East Lindsey,34.995,5890,2,0.198,6801,3,0.226,2020,1,44.495,4284,2,0.963,4512,2,-0.617,25276,8,7.87,30430,10,12.504,21506,7,0.33,3258,1,0.155,13665,5,0.842,5067,2,0.455,3776,2,-0.622,25838,8,-1.016,20832,7,0.026,16030,5,-0.701,26188,8,2132,189,719,1224,758
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026104,East Lindsey 006B,http://statistics.data.gov.uk/doc/statistical-geography/E01026104,2019,E07000137,East Lindsey,33.24,6573,3,0.174,8469,3,0.219,2311,1,43.256,4577,2,0.828,5653,2,-1.208,30509,10,23.886,12264,4,3.198,31033,10,0.364,2226,1,0.101,19836,7,1.059,3303,2,0.405,6468,2,0.789,4988,2,-1.858,25180,8,-1.419,31271,10,-0.517,23728,8,2238,261,737,1240,788
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026105,East Lindsey 009D,http://statistics.data.gov.uk/doc/statistical-geography/E01026105,2019,E07000137,East Lindsey,22.757,12209,4,0.092,17662,6,0.082,15923,5,12.903,19123,6,-0.19,18998,6,-1.294,30955,10,45.393,987,1,50.364,1856,1,0.081,22092,7,0.105,19333,6,-0.162,18792,6,0.279,18328,6,2.129,263,1,-3.398,30446,10,1.349,1668,1,0.257,11320,4,2108,260,976,872,1028
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026106,East Lindsey 001F,http://statistics.data.gov.uk/doc/statistical-geography/E01026106,2019,E07000137,East Lindsey,10.695,23659,8,0.078,19873,7,0.067,19557,6,9.84,22005,7,0.189,13209,5,-1.125,30020,10,12.072,26482,9,12.199,21796,7,0.121,16989,6,0.087,22057,7,-0.329,21411,7,0.255,21116,7,0.179,12584,4,-2.957,29352,9,-0.156,18945,6,-0.256,19562,6,1233,194,612,427,633
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026107,East Lindsey 001G,http://statistics.data.gov.uk/doc/statistical-geography/E01026107,2019,E07000137,East Lindsey,18.154,16009,5,0.072,21066,7,0.066,19845,7,13.503,18585,6,0.096,14579,5,-0.764,26945,9,40.814,1965,1,32.466,7481,3,0.115,17616,6,0.076,23968,8,0.039,15405,5,0.254,21182,7,1.881,597,1,-3.47,30585,10,0.749,6260,2,0.245,11496,4,1242,239,705,298,708
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026108,East Lindsey 003G,http://statistics.data.gov.uk/doc/statistical-geography/E01026108,2019,E07000137,East Lindsey,40.977,3982,2,0.279,2895,1,0.213,2600,1,54.43,2495,1,0.972,4440,2,-0.674,25928,8,22.942,13272,5,10.908,23100,8,0.34,2914,1,0.297,4820,2,1.341,1646,1,0.445,4265,2,0.465,8448,3,-0.253,16535,6,-0.11,18186,6,-0.622,25196,8,2421,542,1368,511,1363
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026109,East Lindsey 006C,http://statistics.data.gov.uk/doc/statistical-geography/E01026109,2019,E07000137,East Lindsey,45.993,2854,1,0.197,6851,3,0.249,1309,1,59.021,1845,1,1.428,1747,1,-0.247,20307,7,29.732,7157,3,22.635,13384,5,0.335,3070,1,0.139,15181,5,1.043,3428,2,0.527,1265,1,0.878,4279,2,-0.389,17293,6,0.556,8465,3,-0.529,23888,8,2128,165,787,1176,866
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026110,East Lindsey 017B,http://statistics.data.gov.uk/doc/statistical-geography/E01026110,2019,E07000137,East Lindsey,33.644,6395,2,0.186,7629,3,0.169,5051,2,34.218,7032,3,0.563,8369,3,-0.412,22591,7,33.375,4892,2,35.343,6079,2,0.311,3972,2,0.15,14144,5,0.411,9939,4,0.43,5019,2,1.303,2064,1,-1.603,23951,8,1.027,3678,2,-0.357,21303,7,1513,198,712,603,744
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026111,East Lindsey 017C,http://statistics.data.gov.uk/doc/statistical-geography/E01026111,2019,E07000137,East Lindsey,38.109,4837,2,0.165,9204,3,0.183,4143,2,42.926,4651,2,0.58,8171,3,-0.621,25318,8,40.379,2085,1,47.542,2345,1,0.217,8962,3,0.133,15871,5,0.756,5887,2,0.456,3765,2,1.731,880,1,-1.786,24819,8,1.221,2321,1,0.404,9443,3,1560,255,741,564,765
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026112,East Lindsey 017D,http://statistics.data.gov.uk/doc/statistical-geography/E01026112,2019,E07000137,East Lindsey,65.692,482,1,0.426,220,1,0.263,1002,1,67.29,977,1,1.359,2047,1,0.167,14063,5,34.938,4108,2,46.21,2624,1,0.611,39,1,0.306,4441,2,1.601,736,1,0.493,2303,1,0.938,3835,2,0.672,12014,4,1.342,1696,1,-0.235,19241,6,1244,310,599,335,608
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026113,East Lindsey 008D,http://statistics.data.gov.uk/doc/statistical-geography/E01026113,2019,E07000137,East Lindsey,34.01,6265,2,0.155,10018,4,0.135,8013,3,30.139,8502,3,0.374,10659,4,-0.352,21773,7,45.24,1022,1,51.146,1723,1,0.257,6530,2,0.13,16225,5,0.335,10948,4,0.402,6650,3,2.035,375,1,-2.154,26503,9,1.294,1928,1,0.542,7969,3,1967,253,875,839,906
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026114,East Lindsey 014D,http://statistics.data.gov.uk/doc/statistical-geography/E01026114,2019,E07000137,East Lindsey,53.122,1706,1,0.27,3219,1,0.265,974,1,63.703,1313,1,1.193,2912,1,0.8,5419,2,15.493,22371,7,41.962,3673,2,0.242,7365,3,0.266,6101,2,1.389,1419,1,0.505,1924,1,-0.173,18809,6,0.127,14532,5,1.051,3470,2,0.381,9740,3,1546,277,810,459,832
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026115,East Lindsey 012C,http://statistics.data.gov.uk/doc/statistical-geography/E01026115,2019,E07000137,East Lindsey,47.974,2493,1,0.266,3348,2,0.236,1710,1,73.713,566,1,1.207,2826,1,0.324,11591,4,16.641,20872,7,16.518,17972,6,0.377,1926,1,0.256,6626,3,1.426,1274,1,0.558,640,1,-0.065,16819,6,0.102,14673,5,0.148,14162,5,-0.259,19636,6,1752,215,781,756,828
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026116,East Lindsey 012D,http://statistics.data.gov.uk/doc/statistical-geography/E01026116,2019,E07000137,East Lindsey,35.684,5640,2,0.196,6883,3,0.191,3618,2,53.184,2696,1,0.769,6183,2,0.493,9167,3,13.334,25016,8,17.382,17305,6,0.298,4449,2,0.173,12073,4,1.065,3257,1,0.487,2516,1,0.037,15032,5,-1.235,22030,7,-0.211,19786,7,0.45,8910,3,1664,267,894,503,907
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026117,East Lindsey 008E,http://statistics.data.gov.uk/doc/statistical-geography/E01026117,2019,E07000137,East Lindsey,28.662,8674,3,0.124,13269,5,0.12,9635,3,22.883,11980,4,0.135,13952,5,-1.474,31692,10,46.713,768,1,45.697,2743,1,0.159,13226,5,0.132,16009,5,-0.011,16280,5,0.375,8630,3,2.15,238,1,-2.589,28128,9,1.24,2198,1,0.119,13332,5,1790,207,839,744,892
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026118,East Lindsey 016E,http://statistics.data.gov.uk/doc/statistical-geography/E01026118,2019,E07000137,East Lindsey,8.324,26662,9,0.059,24026,8,0.06,21555,7,8.262,23676,8,-0.078,17219,6,-1.797,32440,10,20.333,16248,5,3.081,31140,10,0.096,19981,7,0.052,28713,9,-0.53,24338,8,0.253,21365,7,0.707,5770,2,-3.223,30050,10,-1.267,30634,10,-0.616,25115,8,1689,228,656,805,669
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026119,East Lindsey 016F,http://statistics.data.gov.uk/doc/statistical-geography/E01026119,2019,E07000137,East Lindsey,8.554,26354,9,0.064,22889,7,0.056,22775,7,4.171,28320,9,-0.021,16320,5,-1.687,32264,10,22.256,14018,5,7.578,26643,9,0.084,21693,7,0.053,28539,9,-1.076,29930,10,0.222,24946,8,0.785,5029,2,-2.803,28858,9,-0.468,23489,8,-0.504,23538,8,1148,156,428,564,449
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026120,East Lindsey 016G,http://statistics.data.gov.uk/doc/statistical-geography/E01026120,2019,E07000137,East Lindsey,16.809,17169,6,0.127,12835,4,0.111,10925,4,14.07,18108,6,0.175,13396,5,-1.871,32530,10,7.227,30844,10,21.779,13991,5,0.202,9922,4,0.108,18839,6,-0.088,17525,6,0.285,17713,6,-0.528,24481,8,-1.479,23280,8,0.56,8428,3,-0.763,26987,9,1445,190,697,558,717
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026121,East Lindsey 007C,http://statistics.data.gov.uk/doc/statistical-geography/E01026121,2019,E07000137,East Lindsey,25.369,10533,4,0.129,12688,4,0.111,10913,4,22.461,12268,4,0.158,13640,5,-0.857,27861,9,39.891,2221,1,35.846,5872,2,0.254,6716,3,0.104,19452,6,0.325,11079,4,0.325,13215,5,1.663,1025,1,-1.48,23287,8,0.914,4562,2,0.117,13352,5,2560,402,1278,880,1305
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026122,Lincoln 004A,http://statistics.data.gov.uk/doc/statistical-geography/E01026122,2019,E07000138,Lincoln,26.95,9622,3,0.115,14261,5,0.097,13092,4,27.493,9609,3,0.583,8131,3,1.217,2147,1,19.64,17082,6,33.861,6762,3,0.157,13415,5,0.183,11277,4,0.96,4055,2,0.246,22177,7,-0.607,25615,8,1.883,7276,3,1.013,3781,2,-0.583,24664,8,1873,274,1379,220,1366
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026123,Lincoln 004B,http://statistics.data.gov.uk/doc/statistical-geography/E01026123,2019,E07000138,Lincoln,31.23,7440,3,0.226,5192,2,0.155,6098,2,25.623,10503,4,0.7,6880,3,0.209,13341,5,26.753,9508,3,13.312,20768,7,0.348,2668,1,0.261,6391,2,0.502,8825,3,0.333,12460,4,0.248,11533,4,1.492,8609,3,0.109,14761,5,-0.824,27698,9,2280,512,1482,286,1469
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026124,Lincoln 004C,http://statistics.data.gov.uk/doc/statistical-geography/E01026124,2019,E07000138,Lincoln,29.568,8222,3,0.168,8977,3,0.118,9956,4,35.942,6455,2,0.782,6072,2,0.456,9680,3,15.623,22199,7,36.554,5557,2,0.236,7692,3,0.21,9325,3,1.082,3156,1,0.326,13133,4,-1.173,30895,10,1.479,8656,3,1.096,3133,1,-0.553,24239,8,1617,314,1141,162,1139
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026125,Lincoln 003A,http://statistics.data.gov.uk/doc/statistical-geography/E01026125,2019,E07000138,Lincoln,24.179,11272,4,0.088,18223,6,0.081,16118,5,30.72,8288,3,1.322,2234,1,-0.023,17040,6,22.598,13643,5,26.838,10660,4,0.127,16332,5,0.1,19985,7,0.593,7712,3,0.371,8976,3,-0.04,16354,5,1.439,8816,3,0.798,5703,2,-0.966,29135,9,1268,199,845,224,845
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026126,Lincoln 004D,http://statistics.data.gov.uk/doc/statistical-geography/E01026126,2019,E07000138,Lincoln,56.385,1302,1,0.304,2103,1,0.257,1122,1,60.556,1679,1,1.902,461,1,0.845,4944,2,20.807,15708,5,23.124,13040,4,0.376,1929,1,0.433,1313,1,1.419,1314,1,0.478,2851,1,-1.134,30692,10,2.561,5397,2,0.556,8468,3,-0.422,22368,7,1834,237,1345,252,1363
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026127,Lincoln 007A,http://statistics.data.gov.uk/doc/statistical-geography/E01026127,2019,E07000138,Lincoln,46.578,2742,1,0.296,2313,1,0.226,2055,1,61.38,1586,1,1.142,3226,1,0.399,10456,4,22.765,13455,5,7.206,27045,9,0.351,2591,1,0.333,3504,2,1.405,1358,1,0.486,2549,1,-0.456,23372,8,2.325,5996,2,-0.309,21279,7,-1.081,30110,10,1406,320,804,282,810
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026128,Lincoln 007B,http://statistics.data.gov.uk/doc/statistical-geography/E01026128,2019,E07000138,Lincoln,16.677,17298,6,0.101,16106,5,0.086,15106,5,19.93,13808,5,0.049,15251,5,0.515,8866,3,19.797,16886,6,1.129,32541,10,0.137,15310,5,0.139,15165,5,0.398,10111,4,0.281,18137,6,0.106,13835,5,0.35,13449,5,-1.84,32325,10,-0.974,29207,9,2672,557,1650,465,1636
